ensembl_gene_id	chromosome_name	mgi_symbol	description	logFC	logCPM	LR	PValue	FDR
ENSMUSG00000096606	7	Tpbgl	trophoblast glycoprotein-like [Source:MGI Symbol;Acc:MGI:3646425]	1.01244058657644	3.12455259761811	14.9777623487716	0.00010878562656491	0.00188423143817176
ENSMUSG00000043501	15	Lgals2	lectin, galactose-binding, soluble 2 [Source:MGI Symbol;Acc:MGI:895068]	-1.27841148040447	3.19430281712271	14.9602604473872	0.000109799353073552	0.00189842893783989
ENSMUSG00000020882	11	Cacnb1	calcium channel, voltage-dependent, beta 1 subunit [Source:MGI Symbol;Acc:MGI:102522]	1.07461033597549	3.91718602677018	14.9589504222378	0.000109875612334579	0.00189842893783989
ENSMUSG00000020108	10	Ddit4	DNA-damage-inducible transcript 4 [Source:MGI Symbol;Acc:MGI:1921997]	0.58820502423071	5.89923558414214	14.9545259246862	0.000110133565732443	0.00190054815459905
ENSMUSG00000064115	16	Cadm2	cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:2442722]	0.755070255543376	3.91464905907515	14.9489458838927	0.00011045975794875	0.00190383830663325
ENSMUSG00000033825	17	Tpsb2	tryptase beta 2 [Source:MGI Symbol;Acc:MGI:96942]	1.05482050046317	4.98130063478269	14.9422584451511	0.000110851966566161	0.00190825683131724
ENSMUSG00000029461	7	Fam168a	family with sequence similarity 168, member A [Source:MGI Symbol;Acc:MGI:2442372]	-0.496124787647191	6.79469347091234	14.931955702937	0.00011145895248218	0.00191415847822151
ENSMUSG00000040537	5	Adam22	a disintegrin and metallopeptidase domain 22 [Source:MGI Symbol;Acc:MGI:1340046]	-0.767731772426735	4.29500051505232	14.9318138405816	0.000111467333607546	0.00191415847822151
ENSMUSG00000087579	19	1500017E21Rik	RIKEN cDNA 1500017E21 gene [Source:MGI Symbol;Acc:MGI:1919243]	2.56841449624556	0.572773156406977	14.912707013204	0.000112601966979395	0.00193128184390668
ENSMUSG00000036053	2	Fmnl2	formin-like 2 [Source:MGI Symbol;Acc:MGI:1918659]	-0.4694587437131	7.19075987541757	14.9004881658505	0.000113333653876655	0.00194146077561631
ENSMUSG00000075010	19	AW112010	expressed sequence AW112010 [Source:MGI Symbol;Acc:MGI:2147706]	1.77772280077087	1.74548355132337	14.8898553284886	0.000113974260785159	0.00195005656668591
ENSMUSG00000001334	4	Fndc5	fibronectin type III domain containing 5 [Source:MGI Symbol;Acc:MGI:1917614]	0.557825333483201	5.05691817748975	14.8832771091573	0.00011437240883396	0.00195448811057256
ENSMUSG00000029106	5	Add1	adducin 1 (alpha) [Source:MGI Symbol;Acc:MGI:87918]	-0.478679112476095	8.42783503076033	14.8594828506624	0.000115824287803814	0.0019768940106685
ENSMUSG00000000594	11	Gm2a	GM2 ganglioside activator protein [Source:MGI Symbol;Acc:MGI:95762]	0.468571307942969	7.72986246598164	14.8558519414989	0.000116047464436353	0.00197829943317651
ENSMUSG00000020810	11	Cygb	cytoglobin [Source:MGI Symbol;Acc:MGI:2149481]	0.568844235651165	5.78132227981158	14.8354497643421	0.000117309573828167	0.00199581676301101
ENSMUSG00000032328	9	Tmem30a	transmembrane protein 30A [Source:MGI Symbol;Acc:MGI:106402]	-0.563165426178392	7.79431913274149	14.8346521130307	0.00011735919742629	0.00199581676301101
ENSMUSG00000002205	7	Vrk3	vaccinia related kinase 3 [Source:MGI Symbol;Acc:MGI:2182465]	-0.593727962081258	5.4264434536401	14.8219196518354	0.000118154177836126	0.0020062728082556
ENSMUSG00000020961	12	Ston2	stonin 2 [Source:MGI Symbol;Acc:MGI:1918272]	1.04499214687788	4.05170117834699	14.8202362246727	0.000118259691409955	0.0020062728082556
ENSMUSG00000047694	X	Yipf6	Yip1 domain family, member 6 [Source:MGI Symbol;Acc:MGI:1925179]	-0.533752161289751	6.20909999896278	14.802545713622	0.000119374246307851	0.00202273828454329
ENSMUSG00000005716	15	Pvalb	parvalbumin [Source:MGI Symbol;Acc:MGI:97821]	2.19794692187355	6.35804170955404	14.7804832970471	0.000120779073128461	0.00204407667498253
ENSMUSG00000002324	14	Rec8	REC8 meiotic recombination protein [Source:MGI Symbol;Acc:MGI:1929645]	1.36068691531049	2.63391923494698	14.7689912250003	0.000121517412074212	0.00205409757810645
ENSMUSG00000003865	7	Gys1	glycogen synthase 1, muscle [Source:MGI Symbol;Acc:MGI:101805]	0.727153426651588	4.5754185694117	14.7634921741095	0.000121872318882956	0.0020576207492174
ENSMUSG00000040724	3	Kcna2	potassium voltage-gated channel, shaker-related subfamily, member 2 [Source:MGI Symbol;Acc:MGI:96659]	-0.559301484358258	7.90755966151053	14.7596776183088	0.000122119121742456	0.00205931248873503
ENSMUSG00000047881	5	Rell1	RELT-like 1 [Source:MGI Symbol;Acc:MGI:2140767]	-0.691831194675365	5.58759049440975	14.7506034062941	0.00012270824977618	0.00206676592878417
ENSMUSG00000050627	9	Gpd1l	glycerol-3-phosphate dehydrogenase 1-like [Source:MGI Symbol;Acc:MGI:1289257]	-0.472682652466263	6.21964530111513	14.7211491803813	0.000124640304073208	0.0020948745933552
ENSMUSG00000019189	11	Rnf145	ring finger protein 145 [Source:MGI Symbol;Acc:MGI:1921565]	-0.56667610431109	7.13044926173314	14.7206186002212	0.000124675386918555	0.0020948745933552
ENSMUSG00000004415	5	Col26a1	collagen, type XXVI, alpha 1 [Source:MGI Symbol;Acc:MGI:2155345]	-0.453081862978727	7.48979725312347	14.6941995310535	0.000126434889151546	0.00212190070240354
ENSMUSG00000022491	15	Glycam1	glycosylation dependent cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:95759]	3.67101131338354	-0.0536565534280618	14.688272247638	0.000126833065479133	0.00212604304389664
ENSMUSG00000049439	1	Cyp20a1	cytochrome P450, family 20, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1925201]	-0.48823864084415	5.77512726486805	14.6776255800962	0.000127551448168643	0.00213553658215129
ENSMUSG00000031204	X	Asb12	ankyrin repeat and SOCS box-containing 12 [Source:MGI Symbol;Acc:MGI:1917642]	1.81055031809361	1.30105349025036	14.6646562460764	0.000128432089169511	0.00214772090067157
ENSMUSG00000020303	11	Stc2	stanniocalcin 2 [Source:MGI Symbol;Acc:MGI:1316731]	2.51680330358284	0.710250501939303	14.6239507551457	0.000131236019547421	0.00219200043588896
ENSMUSG00000050503	9	Fbxl22	F-box and leucine-rich repeat protein 22 [Source:MGI Symbol;Acc:MGI:1921415]	1.44919992279972	2.2997284975967	14.6205466989969	0.000131473276413793	0.00219335524202441
ENSMUSG00000022462	15	Slc38a2	solute carrier family 38, member 2 [Source:MGI Symbol;Acc:MGI:1915010]	-0.454637141928519	7.72455139087537	14.5849605718934	0.000133979572317079	0.00223141701687245
ENSMUSG00000059921	3	Unc5c	unc-5 netrin receptor C [Source:MGI Symbol;Acc:MGI:1095412]	-1.07352947762416	2.76282868318928	14.5836544854628	0.000134072468302154	0.00223141701687245
ENSMUSG00000039007	15	Cpq	carboxypeptidase Q [Source:MGI Symbol;Acc:MGI:1889205]	0.860727153301189	4.10635954311277	14.5279263200733	0.000138097166953281	0.00229568154342336
ENSMUSG00000031563	8	Wwc2	WW, C2 and coiled-coil domain containing 2 [Source:MGI Symbol;Acc:MGI:1261872]	-0.488053189276644	6.3127495039266	14.5209834915802	0.000138607027636663	0.00230143370828866
ENSMUSG00000028030	3	Tbck	TBC1 domain containing kinase [Source:MGI Symbol;Acc:MGI:2445052]	-0.510521325827385	6.18866433827713	14.5015198884177	0.000140046504128948	0.00232258942561904
ENSMUSG00000019124	6	Scrn1	secernin 1 [Source:MGI Symbol;Acc:MGI:1917188]	-0.542595404224751	6.73841185372135	14.4952772068342	0.000140511376989731	0.00232755107614947
ENSMUSG00000036306	8	Lzts1	leucine zipper, putative tumor suppressor 1 [Source:MGI Symbol;Acc:MGI:2684762]	2.49478684254108	0.533391958274348	14.4908178570445	0.000140844401782137	0.00233031956635298
ENSMUSG00000020131	10	Pcsk4	proprotein convertase subtilisin/kexin type 4 [Source:MGI Symbol;Acc:MGI:97514]	1.84444353217953	1.16144054572167	14.4504351822915	0.000143896604387269	0.00237801835509173
ENSMUSG00000058793	2	Cds2	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 [Source:MGI Symbol;Acc:MGI:1332236]	-0.448793831688075	6.1460783488753	14.4040700793792	0.000147483201426968	0.00243442600522283
ENSMUSG00000073131	X	Vma21	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914298]	-0.480709584141227	6.37142958835589	14.3785404325979	0.000149496350568844	0.00246372564280465
ENSMUSG00000024411	18	Aqp4	aquaporin 4 [Source:MGI Symbol;Acc:MGI:107387]	2.16424019394718	1.86792099964732	14.3771218059659	0.000149609024938589	0.00246372564280465
ENSMUSG00000102813	4	Gm37795	predicted gene, 37795 [Source:MGI Symbol;Acc:MGI:5611023]	-1.56222122372386	2.04342351591308	14.3553923681126	0.000151345610217585	0.00248940490248995
ENSMUSG00000021770	14	Samd8	sterile alpha motif domain containing 8 [Source:MGI Symbol;Acc:MGI:1914880]	-0.543805179351326	7.09291778237271	14.3497502718402	0.000151799828493868	0.00249395577877586
ENSMUSG00000027895	3	Kcnc4	potassium voltage gated channel, Shaw-related subfamily, member 4 [Source:MGI Symbol;Acc:MGI:96670]	2.44755911538328	1.51749475670794	14.295965058692	0.000156199337417591	0.00256191953523877
ENSMUSG00000027534	3	Snx16	sorting nexin 16 [Source:MGI Symbol;Acc:MGI:1921968]	0.904985132678614	4.87115042843416	14.2947361194272	0.0001563013484516	0.00256191953523877
ENSMUSG00000036617	2	Etl4	enhancer trap locus 4 [Source:MGI Symbol;Acc:MGI:95454]	0.660285740378053	5.02345656024011	14.2564627089814	0.000159512129414494	0.00261149986233729
ENSMUSG00000018427	11	Ypel2	yippee-like 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1925114]	-0.45154972246724	7.44279571348798	14.2446356883692	0.000160517677651756	0.00262490316411433
ENSMUSG00000029158	5	Yipf7	Yip1 domain family, member 7 [Source:MGI Symbol;Acc:MGI:1922831]	2.04208883667963	1.56630651073118	14.2246975131921	0.000162227320220298	0.00264828867328384
ENSMUSG00000014776	8	Nol3	nucleolar protein 3 (apoptosis repressor with CARD domain) [Source:MGI Symbol;Acc:MGI:1925938]	1.27601233710008	2.53151858583433	14.2235670030317	0.000162324805844478	0.00264828867328384
ENSMUSG00000001027	11	Scn4a	sodium channel, voltage-gated, type IV, alpha [Source:MGI Symbol;Acc:MGI:98250]	2.11549390810148	1.39000619766944	14.2013561990247	0.000164252088657972	0.00267662307352498
ENSMUSG00000063229	7	Ldha	lactate dehydrogenase A [Source:MGI Symbol;Acc:MGI:96759]	0.436979468628962	8.70941904048161	14.1806693587873	0.000166067857239266	0.0027030766983082
ENSMUSG00000022754	16	Tmem45a	transmembrane protein 45a [Source:MGI Symbol;Acc:MGI:1913122]	0.582765300029739	5.66168346877884	14.1546664291296	0.000168378946425449	0.00273752206069246
ENSMUSG00000028339	4	Col15a1	collagen, type XV, alpha 1 [Source:MGI Symbol;Acc:MGI:88449]	-0.553519196826599	8.45693598725768	14.1051313200722	0.000172871548416554	0.00280731403538421
NA	NA	NA	NA	-1.67589186076947	1.76238435630277	14.099844961574	0.000173358070504565	0.00281196399119818
ENSMUSG00000040690	4	Col16a1	collagen, type XVI, alpha 1 [Source:MGI Symbol;Acc:MGI:1095396]	0.449771265830809	7.68033900063639	14.0941799338909	0.000173880973789297	0.00281719266299683
ENSMUSG00000041889	1	Shisa4	shisa family member 4 [Source:MGI Symbol;Acc:MGI:1924802]	-0.484682649024632	6.4275683858278	14.0799531410953	0.000175201175274403	0.00283531210723449
ENSMUSG00000027652	2	Ralgapb	Ral GTPase activating protein, beta subunit (non-catalytic) [Source:MGI Symbol;Acc:MGI:2444531]	-0.45649661854444	6.23602315933978	14.0591112211967	0.000177153491390375	0.00286360770260138
ENSMUSG00000053025	7	Sv2b	synaptic vesicle glycoprotein 2 b [Source:MGI Symbol;Acc:MGI:1927338]	-1.19154656090141	2.90583078071082	14.0507587097045	0.000177942029601493	0.00287304791932434
ENSMUSG00000001020	3	S100a4	S100 calcium binding protein A4 [Source:MGI Symbol;Acc:MGI:1330282]	1.15790780920462	3.87527468522478	13.9788992372852	0.000184873825960758	0.00297968099093944
ENSMUSG00000001672	8	Marveld3	MARVEL (membrane-associating) domain containing 3 [Source:MGI Symbol;Acc:MGI:1920858]	-1.22570229803133	2.90897811187499	13.9779154794167	0.000184970586182045	0.00297968099093944
ENSMUSG00000027171	2	Prrg4	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane) [Source:MGI Symbol;Acc:MGI:2442211]	-1.41031677586092	3.45803609956636	13.9710424100151	0.000185648030624408	0.00298500087386599
ENSMUSG00000005220	5	Corin	corin [Source:MGI Symbol;Acc:MGI:1349451]	2.07068986008566	0.894344220945667	13.9702546862744	0.00018572583211781	0.00298500087386599
ENSMUSG00000104213	12	Ighd	immunoglobulin heavy constant delta [Source:MGI Symbol;Acc:MGI:96447]	2.53350494580725	0.568675040217653	13.963261248415	0.00018641799814769	0.00299270127997783
ENSMUSG00000066735	5	Vkorc1l1	vitamin K epoxide reductase complex, subunit 1-like 1 [Source:MGI Symbol;Acc:MGI:1916818]	-0.453929303842153	6.31395835249011	13.95672449379	0.000187067313899686	0.00299969698441655
ENSMUSG00000021359	13	Tfap2a	transcription factor AP-2, alpha [Source:MGI Symbol;Acc:MGI:104671]	2.20122273274681	0.832303133368507	13.908411741356	0.000191937547256512	0.00307428361039023
ENSMUSG00000023010	15	Tmbim6	transmembrane BAX inhibitor motif containing 6 [Source:MGI Symbol;Acc:MGI:99682]	-0.43985738787363	8.87945482864236	13.9040704545017	0.000192381382601113	0.00307788300842577
ENSMUSG00000037032	7	Apbb1	amyloid beta (A4) precursor protein-binding, family B, member 1 [Source:MGI Symbol;Acc:MGI:107765]	-0.569813667355323	5.23922946818127	13.9013204079107	0.000192663070829314	0.00307888299879337
ENSMUSG00000032849	14	Abcc4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4 [Source:MGI Symbol;Acc:MGI:2443111]	-0.867264799071687	3.83094433955291	13.8911043472531	0.000193713149113379	0.00309214614272231
ENSMUSG00000000031	7	H19	H19, imprinted maternally expressed transcript [Source:MGI Symbol;Acc:MGI:95891]	0.490962928332866	11.8830855545254	13.8604310622862	0.000196900736560044	0.00313946043865941
ENSMUSG00000021456	13	Fbp2	fructose bisphosphatase 2 [Source:MGI Symbol;Acc:MGI:95491]	2.023853946854	3.16707391088295	13.8510153622982	0.00019788978252778	0.00315165280631262
ENSMUSG00000007653	11	Gabrb2	gamma-aminobutyric acid (GABA) A receptor, subunit beta 2 [Source:MGI Symbol;Acc:MGI:95620]	-1.89593806199244	1.30673330457789	13.8487430743637	0.000198129217399759	0.00315189254452369
ENSMUSG00000029168	5	Dpysl5	dihydropyrimidinase-like 5 [Source:MGI Symbol;Acc:MGI:1929772]	-1.08495438332089	3.89592793678801	13.8412362309114	0.000198922303062654	0.0031609294017207
ENSMUSG00000047515	6	BC049715	cDNA sequence BC049715 [Source:MGI Symbol;Acc:MGI:3605234]	-1.78429989411352	2.84599904750693	13.8363209072712	0.000199443330803002	0.00316562764722007
ENSMUSG00000038365	8	Fbxo25	F-box protein 25 [Source:MGI Symbol;Acc:MGI:1914072]	-0.47341802330357	6.0350566363061	13.8199312706717	0.000201190599542119	0.00318714687317327
ENSMUSG00000097393	8	D030068K23Rik	RIKEN cDNA D030068K23 gene [Source:MGI Symbol;Acc:MGI:3037424]	1.5039331188777	1.62954667987065	13.819349673592	0.00020125288506476	0.00318714687317327
ENSMUSG00000040722	9	Scamp5	secretory carrier membrane protein 5 [Source:MGI Symbol;Acc:MGI:1928948]	-0.48426502828169	7.57147811130842	13.8120915162248	0.000202031825668309	0.00319371609684531
ENSMUSG00000076498	6	Trbc2	T cell receptor beta, constant 2 [Source:MGI Symbol;Acc:MGI:4835227]	3.32646909038147	0.204107573576044	13.8101940096334	0.000202235965158241	0.00319371609684531
ENSMUSG00000020836	11	Coro6	coronin 6 [Source:MGI Symbol;Acc:MGI:2183448]	2.24449521247902	1.54590777312656	13.8091369437124	0.000202349777617451	0.00319371609684531
ENSMUSG00000066705	9	Fxyd6	FXYD domain-containing ion transport regulator 6 [Source:MGI Symbol;Acc:MGI:1890226]	-0.561423370394601	9.42672995110055	13.795851200929	0.0002037857448903	0.00321277032376435
ENSMUSG00000041930	5	Fam222a	family with sequence similarity 222, member A [Source:MGI Symbol;Acc:MGI:3605543]	-0.796568905976017	4.02335300613891	13.7905209468686	0.0002043647381758	0.00321828640936711
ENSMUSG00000097296	8	Gm26532	predicted gene, 26532 [Source:MGI Symbol;Acc:MGI:5477026]	1.08573692110281	2.63200209853236	13.7810903066025	0.000205393194801053	0.00323086025461411
ENSMUSG00000052688	1	Rab7b	RAB7B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442295]	-0.45971922170789	6.36112216812735	13.7524968014276	0.000208543438276013	0.00327089355022998
ENSMUSG00000003464	1	Pex19	peroxisomal biogenesis factor 19 [Source:MGI Symbol;Acc:MGI:1334458]	-0.466100693018764	7.11624414991272	13.7518576513798	0.000208614409095775	0.00327089355022998
ENSMUSG00000029992	6	Gfpt1	glutamine fructose-6-phosphate transaminase 1 [Source:MGI Symbol;Acc:MGI:95698]	-0.485464202766008	6.46609506378883	13.7516563744855	0.000208636763793412	0.00327089355022998
ENSMUSG00000079278	5	Tmem233	transmembrane protein 233 [Source:MGI Symbol;Acc:MGI:3651514]	2.23787874193154	1.99106580805261	13.7322004810804	0.000210809052519629	0.00330126506214407
ENSMUSG00000029095	5	Ablim2	actin-binding LIM protein 2 [Source:MGI Symbol;Acc:MGI:2385758]	1.38582554175824	2.33229597589632	13.7150108188214	0.000212747266601849	0.00332790740975075
ENSMUSG00000005800	9	Mmp8	matrix metallopeptidase 8 [Source:MGI Symbol;Acc:MGI:1202395]	-1.37243503063803	2.02533573827619	13.7050846178725	0.000213874659067456	0.00334182128578482
ENSMUSG00000038070	4	Cntln	centlein, centrosomal protein [Source:MGI Symbol;Acc:MGI:2443104]	-0.564632306403185	5.59109499310305	13.6953684712256	0.000214984023797383	0.00335542286920205
ENSMUSG00000040003	5	Magi2	membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1354953]	-0.678984562518249	4.37363439193956	13.683423849332	0.000216355778539528	0.00337308504011626
ENSMUSG00000036123	13	Slc9a3	solute carrier family 9 (sodium/hydrogen exchanger), member 3 [Source:MGI Symbol;Acc:MGI:105064]	-1.10743277106424	3.9234837693371	13.6740537932665	0.000217438032773534	0.00338454135995764
ENSMUSG00000032324	9	Tspan3	tetraspanin 3 [Source:MGI Symbol;Acc:MGI:1928098]	-0.553487428753823	8.48882210013856	13.6728929084265	0.000217572495767192	0.00338454135995764
ENSMUSG00000019877	10	Serinc1	serine incorporator 1 [Source:MGI Symbol;Acc:MGI:1926228]	-0.474389720023857	8.48062798439319	13.6573573045505	0.000219380038003011	0.00340888428520829
ENSMUSG00000037280	15	Galnt6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 [Source:MGI Symbol;Acc:MGI:1891640]	0.780433203828711	5.45803507718772	13.6328278831032	0.00022226485376883	0.00344989436562515
ENSMUSG00000036748	19	Cuedc2	CUE domain containing 2 [Source:MGI Symbol;Acc:MGI:1914366]	-0.468578900295864	10.4784287302964	13.596079876076	0.000226658344884105	0.00351173012139994
ENSMUSG00000029205	5	Chrna9	cholinergic receptor, nicotinic, alpha polypeptide 9 [Source:MGI Symbol;Acc:MGI:1202403]	2.04388425223901	0.865720901984116	13.5953315469529	0.000226748716459724	0.00351173012139994
ENSMUSG00000019917	10	Sept10	septin 10 [Source:MGI Symbol;Acc:MGI:1918110]	-0.494528548816244	5.64765900460367	13.5889909364561	0.000227515895592626	0.003519731041178
ENSMUSG00000020682	11	Mmp28	matrix metallopeptidase 28 (epilysin) [Source:MGI Symbol;Acc:MGI:2153062]	-0.90794094305941	3.32553186172414	13.5681734481969	0.000230053137076917	0.00355506756492789
ENSMUSG00000079215	5	Zfp664	zinc finger protein 664 [Source:MGI Symbol;Acc:MGI:2442505]	-0.469414233095691	7.38396185334701	13.5620768833615	0.000230801572014732	0.00356271393636368
ENSMUSG00000044768	1	D1Ertd622e	DNA segment, Chr 1, ERATO Doi 622, expressed [Source:MGI Symbol;Acc:MGI:1277184]	-0.67717752653301	4.92981273890912	13.5569769750691	0.000231429538461179	0.00356848597888494
ENSMUSG00000048307	15	Ankrd46	ankyrin repeat domain 46 [Source:MGI Symbol;Acc:MGI:1916089]	-0.47057182563201	6.89175389643675	13.5453796678286	0.00023286396536629	0.00358666679989065
